t1,t2,t3,station_id,one_way_doppler,format_id,transmitting_station_id
4194304000,1366560981,4194304001.366561,23,0.00038050400000000004,1,4
4194304000,1366568435,4194304001.3665686,68,0.000496663,1,104
4194304000,1366590935,4194304001.366591,33,0.000140211,1,92
4194304000,1366597051,4194304001.366597,56,0.00012377000000000002,1,77
4194304000,1366632985,4194304001.366633,51,0.00053777,1,25
4194304000,1366637145,4194304001.366637,106,0.0005312100000000001,1,123
4194304000,1366638025,4194304001.366638,81,0.000516088,1,2
4194304000,1366655465,4194304001.3666553,39,0.000471358,1,105
4194304000,1366830663,4194304001.366831,103,0.000569415,1,116
64000,20856,64000.000020856,103,-1362690048.0,1,96
4194304000,1366864059,4194304001.366864,64,0.000465963,1,30
64000,20856,64000.000020856,3,-560398336.0,1,70
64000,20857,64000.000020857,16,961347584.0,1,2
4194304000,1366963595,4194304001.3669634,1,0.000585049,1,86
4194304000,1366969193,4194304001.366969,29,0.000467612,1,18
4194304000,1367004841,4194304001.367005,3,0.0005091350000000001,1,25
64000,20860,64000.00002086,5,1468334080.0,1,122
4194304000,1367154535,4194304001.3671546,23,0.0005044320000000001,1,4
4194304000,1367157207,4194304001.367157,53,0.000600784,1,71
64000,20861,64000.000020861,117,707854336.0,1,14
4194304000,1367173925,4194304001.367174,91,0.0005975080000000001,1,89
4194304000,1367225297,4194304001.367225,23,0.00048382100000000006,1,4
4194304000,1367290365,4194304001.3672905,32,0.000653893,1,24
4194304000,1367349495,4194304001.3673496,50,0.0006383220000000001,1,64
4194304000,1367437715,4194304001.367438,61,0.000701201,1,23
4194304000,1367477225,4194304001.3674774,18,0.00017510300000000002,1,58
4194304000,1367541561,4194304001.367542,100,0.00066788,1,109
4194304000,1367586995,4194304001.367587,1,0.0005597660000000001,1,86
4194304000,1367609741,4194304001.36761,108,0.000564309,1,62
64000,20868,64000.000020868,100,1172373504.0,1,46
4194304000,1367681671,4194304001.3676815,35,0.000684087,1,31
4194304000,1367778945,4194304001.367779,94,0.000687251,1,96
4194304000,1367798547,4194304001.3677983,6,0.000707045,1,32
64000,20871,64000.000020871,13,1618673664.0,1,2
4194304000,1367844353,4194304001.3678446,5,0.000662192,1,53
4194304000,1367849525,4194304001.3678493,16,0.0006684740000000001,1,119
4194304000,1367914415,4194304001.367914,4,0.000681603,1,93
4194304000,1367920445,4194304001.3679204,56,0.000661839,1,77
64000,20875,64000.000020875,42,-2033647616.0,1,38
4194304000,1368158515,4194304001.3681583,42,0.0007073030000000001,1,111
4194304000,1368191883,4194304001.3681917,103,0.000631458,1,116
64000,20877,64000.000020877,93,-2134310912.0,1,96
4194304000,1368358049,4194304001.368358,61,0.00077236,1,23
4194304000,1368379225,4194304001.368379,48,0.000660952,1,18
4194304000,1368404007,4194304001.368404,38,0.000206695,1,126
4194304000,1368451015,4194304001.368451,21,0.000757205,1,65
64000,20881,64000.000020881,55,298778624.0,1,118
4194304000,1368496819,4194304001.368497,110,0.000747943,1,1
64000,20881,64000.000020881,49,-241369088.0,1,74
4194304000,1368552425,4194304001.368552,70,0.000671685,1,43
4194304000,1368704733,4194304001.368705,4,0.00067057,1,93
4194304000,1368704787,4194304001.368705,26,0.000654195,1,11
64000,20885,64000.000020885,114,666828800.0,1,24
4194304000,1368753303,4194304001.3687534,59,0.0007610960000000001,1,84
4194304000,1368776975,4194304001.368777,23,0.000762086,1,4
4194304000,1368821755,4194304001.3688216,108,9.0981e-05,1,62
4194304000,1368845629,4194304001.3688455,29,0.00019595700000000002,1,18
64000,20886,64000.000020886,19,-275447808.0,1,80
4194304000,1368857345,4194304001.3688574,45,0.0007076900000000001,1,118
4194304000,1368867941,4194304001.368868,61,0.000671768,1,112
4194304000,1368870671,4194304001.3688707,18,0.00077348,1,58
64000,20887,64000.000020887,99,-1630470144.0,1,42
4194304000,1368928821,4194304001.368929,8,0.00077903,1,60
4194304000,1368985785,4194304001.3689857,86,0.000740132,1,37
64000,20889,64000.000020889,71,1133445120.0,1,64
4194304000,1369008921,4194304001.369009,34,0.0007325750000000001,1,52
4194304000,1369079271,4194304001.369079,74,0.000207363,1,117
4194304000,1369100155,4194304001.3691,3,0.0006957770000000001,1,25
4194304000,1369111821,4194304001.369112,16,0.000680727,1,119
4194304000,1369160745,4194304001.3691607,73,0.0007417830000000001,1,50
4194304000,1369205185,4194304001.369205,9,0.000685432,1,39
4194304000,1369205435,4194304001.3692055,59,0.0006825000000000001,1,84
4194304000,1369206185,4194304001.369206,86,0.00069143,1,37
64000,20892,64000.000020892,97,-1645805568.0,1,58
4194304000,1369241409,4194304001.369241,58,0.00071007,1,17
4194304000,1369299755,4194304001.3693,92,0.000716107,1,50
4194304000,1369300095,4194304001.3693,26,0.00073432,1,11
4194304000,1369405961,4194304001.3694057,91,0.000760055,1,89
4194304000,1369426469,4194304001.3694263,21,0.0007091300000000001,1,65
4194304000,1369452315,4194304001.3694525,68,0.00075281,1,104
3690987520,1369520010,3690987521.36952,71,0.000194262,1,110
4194304000,1369553605,4194304001.3695536,53,0.00019460000000000001,1,71
64000,20897,64000.000020897,1,-595263488.0,1,102
64000,20898,64000.000020898,94,-1357840384.0,1,106
3690987520,1369639015,3690987521.369639,7,0.000216283,1,99
64000,20899,64000.000020899,3,180289536.0,1,40
64000,20899,64000.000020899,3,191430656.0,1,126
4194304000,1369658035,4194304001.369658,13,0.00019421,1,113
64000,20899,64000.000020899,32,1648295936.0,1,44
4194304000,1369677925,4194304001.369678,70,0.000206132,1,43
222872,124699998,222872.124699998,7,1255515690.0005898,1,62
222173,967200000,222173.9672,7,1255515690.0005898,1,62
64000,20900,64000.0000209,74,608501760.0,1,32
64000,20900,64000.0000209,36,1192427520.0,1,0
384000,20900,384000.0000209,65,2008350720.0,1,64
4194304000,1369733335,4194304001.3697333,45,0.00020874,1,118
64000,20900,64000.0000209,98,-1563099136.0,1,38
64000,20900,64000.0000209,16,-1283915776.0,1,110
4194304000,1369749535,4194304001.3697495,13,0.000198681,1,113
64000,20900,64000.0000209,17,-630521856.0,1,78
4194304000,1369758815,4194304001.3697586,65,0.00020517200000000002,1,97
4194304000,1369793285,4194304001.3697934,93,0.00021605000000000002,1,29
384000,20902,384000.000020902,93,1962344448.0,1,72
4194304000,1369882215,4194304001.369882,110,0.000219253,1,1
4194304000,1374297565,4194304001.3742976,8,0.00023835000000000002,1,60
64000,20971,64000.000020971,1,1465319424.0,1,34
4194304000,1374382435,4194304001.3743825,65,0.00010169500000000001,1,97
4194304000,1374494375,4194304001.3744946,26,0.000201408,1,11
64000,20973,64000.000020973,61,-2073493504.0,1,78
4194304000,1374520855,4194304001.374521,71,0.00022134700000000002,1,110
132196,637300001,132196.637300001,7,1255515690.0005898,1,51
273017,581500001,273017.581500001,7,1255515690.0005898,1,71
145844,388099999,145844.388099999,7,1340057130.0005898,1,54
4194304000,1374572325,4194304001.3745723,91,0.00022565800000000003,1,89
226114,836799998,226114.836799998,7,1340057130.0005898,1,63
4194304000,1374674005,4194304001.374674,52,0.000183777,1,92
4194304000,1374685535,4194304001.374686,70,0.000154708,1,43
4194304000,1374726765,4194304001.374727,26,0.00013988,1,11
4194304000,1374779491,4194304001.3747797,13,0.00015129800000000001,1,113
4194304000,1374788075,4194304001.3747883,23,0.00020764,1,4
4194304000,1374793975,4194304001.374794,87,0.00019604500000000002,1,16
4194304000,1374816765,4194304001.374817,0,0.000149748,1,107
4194304000,1374818945,4194304001.374819,96,0.00010569500000000001,1,35
4194304000,1376693215,4194304001.3766932,51,0.000200974,1,25
4194304000,1376738943,4194304001.376739,88,0.000136558,1,83
64000,21007,64000.000021007,56,1602420736.0,1,20
4194304000,1376844229,4194304001.3768444,87,0.00011507700000000001,1,16
64000,21009,64000.000021009,74,1170800640.0,1,52
907279,627200002,907279.627200002,7,1255515722.0005898,1,62
4194304000,1376912179,4194304001.376912,14,0.000133909,1,44
4194304000,1377014389,4194304001.377014,19,0.00041509500000000004,1,126
4194304000,1377032353,4194304001.3770323,59,0.0005103330000000001,1,84
4194304000,1377237529,4194304001.3772373,103,0.0007049710000000001,1,116
4194304000,1377260855,4194304001.3772607,59,0.000789486,1,84
4194304000,1377315125,4194304001.377315,97,0.00042576200000000005,1,103
64000,21017,64000.000021017,54,1016135680.0,1,42
4194304000,1377430951,4194304001.377431,105,0.000502431,1,114
4194304000,1377476515,4194304001.3774767,56,0.0008030110000000001,1,77
64000,21019,64000.000021019,53,1360068608.0,1,14
4194304000,1377582685,4194304001.3775826,53,0.000535038,1,71
4194304000,1377595415,4194304001.3775954,30,0.0007880900000000001,1,85
4194304000,1377598899,4194304001.377599,76,0.000421373,1,56
4194304000,1377639395,4194304001.3776393,91,0.000536648,1,89
4194304000,1377641207,4194304001.377641,110,0.000804076,1,1
4194304000,1377646535,4194304001.3776464,69,0.000796131,1,64
64000,21021,64000.000021021,103,1981874176.0,1,52
64000,21021,64000.000021021,65,-1689452544.0,1,102
64000,21022,64000.000021022,82,-2068643840.0,1,66
4194304000,1377757905,4194304001.377758,50,0.00043640700000000004,1,64
4194304000,1377781175,4194304001.3777814,19,0.000532944,1,126
4194304000,1377837645,4194304001.3778377,70,0.000487364,1,43
64000,21024,64000.000021024,6,900530176.0,1,104
64000,21024,64000.000021024,12,963444736.0,1,78
4194304000,1377923185,4194304001.377923,90,0.0006018940000000001,1,22
4194304000,1377934755,4194304001.377935,9,0.0006368060000000001,1,39
4194304000,1377934925,4194304001.377935,38,0.0006714360000000001,1,38
64000,21026,64000.000021026,55,1601896448.0,1,118
4194304000,1378020359,4194304001.3780203,33,0.000728049,1,92
64000,21027,64000.000021027,4,89325568.00000001,1,44
4194304000,1378030995,4194304001.378031,91,0.000604017,1,89
64000,21028,64000.000021028,4,451477504.0,1,16
4194304000,1378121795,4194304001.378122,92,0.0006057790000000001,1,50
4194304000,1378123155,4194304001.3781233,42,0.000787135,1,111
4194304000,1378179255,4194304001.378179,105,0.000758594,1,55
4194304000,1378239917,4194304001.37824,65,0.00043998500000000005,1,97
64000,21030,64000.00002103,43,1556021248.0,1,82
64000,21030,64000.00002103,73,-854392832.0,1,86
4194304000,1378314785,4194304001.378315,65,0.00017710000000000002,1,97
64000,21031,64000.000021031,11,-1769013248.0,1,78
64000,21031,64000.000021031,10,-1683161088.0,1,74
4194304000,1378330987,4194304001.378331,68,0.000438833,1,104
4194304000,1378331157,4194304001.378331,7,0.00046769000000000004,1,99
4194304000,1378331723,4194304001.3783317,108,0.00064251,1,62
64000,21031,64000.000021031,65,-1325727744.0,1,40
64000,21031,64000.000021031,36,-1151270912.0,1,44
64000,21032,64000.000021032,22,890044416.0,1,48
4194304000,1378386889,4194304001.378387,9,0.000344061,1,39
64000,21033,64000.000021033,67,1629290496.0,1,98
64000,21033,64000.000021033,26,-2093154304.0,1,68
64000,21033,64000.000021033,53,-391839744.0,1,116
64000,21035,64000.000021035,46,-1775697920.0,1,34
4194304000,1378706573,4194304001.3787065,70,0.000667803,1,43
4194304000,1378711863,4194304001.3787117,65,0.000608596,1,97
4194304000,1378762991,4194304001.378763,26,0.0006223930000000001,1,100
4194304000,1378790709,4194304001.378791,100,0.0004891920000000001,1,109
64000,21040,64000.00002104,59,298516480.0,1,32
64000,21040,64000.00002104,70,-1523384320.0,1,42
4194304000,1378939859,4194304001.3789396,33,0.0007363480000000001,1,92
4194304000,1378983327,4194304001.3789835,13,0.000458551,1,113
64000,21041,64000.000021041,25,-829620224.0,1,72
64000,21042,64000.000021042,21,1068695552.0,1,62
4194304000,1379046235,4194304001.3790464,87,0.0005673200000000001,1,16
64000,21043,64000.000021043,113,-1753022464.0,1,76
4194304000,1379147377,4194304001.3791475,10,0.00038444900000000003,1,106
4194304000,1379250715,4194304001.3792505,108,0.000615229,1,62
64000,21046,64000.000021046,45,1960509440.0,1,60
4194304000,1379316979,4194304001.379317,76,0.000339265,1,56
4194304000,1379335213,4194304001.3793354,52,0.00049775,1,3
64000,21046,64000.000021046,0,-29687807.999999993,1,44
4194304000,1379345277,4194304001.3793454,58,0.000349804,1,17
64000,21047,64000.000021047,38,735379456.0,1,20
4194304000,1379368337,4194304001.3793683,74,0.00038840500000000003,1,117
4194304000,1379450197,4194304001.3794503,52,0.000712356,1,3
4194304000,1379488659,4194304001.3794885,77,0.000561476,1,124
4194304000,1379566751,4194304001.3795667,76,0.000362214,1,56
4194304000,1379578561,4194304001.3795786,70,0.000411568,1,43
4194304000,1379594939,4194304001.379595,33,0.00035577700000000005,1,92
4194304000,1379648803,4194304001.3796487,7,0.000700808,1,99
4194304000,1379708941,4194304001.379709,3,0.00017230000000000001,1,84
64000,21053,64000.000021053,40,-1518010368.0,1,86
4194304000,1379821795,4194304001.379822,89,0.00011656200000000001,1,14
64000,21054,64000.000021054,54,-2059730944.0,1,108
4194304000,1379845739,4194304001.3798456,42,0.000488446,1,111
4194304000,1379850165,4194304001.3798504,48,0.000319149,1,125
4194304000,1379885745,4194304001.3798857,49,0.00032614700000000005,1,56
4194304000,1379966493,4194304001.3799663,87,0.00043830400000000004,1,75
4194304000,1379993711,4194304001.379994,34,0.00057677,1,52
64000,21057,64000.000021057,90,792657920.0,1,56
4194304000,1380016581,4194304001.380017,105,0.00059484,1,55
64000,21057,64000.000021057,23,-423952384.0,1,76
64000,21058,64000.000021058,65,244514816.0,1,114
4194304000,1380061497,4194304001.3800616,14,0.000536703,1,73
4194304000,1380084551,4194304001.3800845,25,0.00036477300000000004,1,3
4194304000,1380119449,4194304001.3801193,99,0.000630997,1,42
4194304000,1380142251,4194304001.380142,102,0.0006411930000000001,1,49
64000,21060,64000.00002106,58,-749535232.0,1,110
4194304000,1380372365,4194304001.3803725,9,0.000346936,1,39
4194304000,1380401513,4194304001.3804016,59,0.00046290500000000005,1,84
4194304000,1380454075,4194304001.380454,42,0.0006253130000000001,1,111
4194304000,1380606245,4194304001.380606,106,0.000511866,1,123
4194304000,1380615935,4194304001.3806157,16,0.00031155800000000003,1,119
4194304000,1380690111,4194304001.38069,55,0.00011665900000000001,1,69
4194304000,1380724623,4194304001.3807244,13,0.00039686200000000005,1,113
4194304000,1380789325,4194304001.3807893,77,0.000589496,1,17
64000,21069,64000.000021069,18,976158720.0,1,88
64000,21069,64000.000021069,53,1090191360.0,1,30
4194304000,1380804521,4194304001.3808045,24,0.000451857,1,72
4194304000,1380816701,4194304001.380817,61,0.0005523860000000001,1,112
4194304000,1380854911,4194304001.380855,94,0.000358939,1,96
4194304000,1380856807,4194304001.380857,61,0.000593995,1,112
64000,21070,64000.00002107,108,904855552.0,1,38
64000,21070,64000.00002107,69,1586429952.0,1,6
64000,21070,64000.00002107,82,-2029322240.0,1,0
4194304000,1380916915,4194304001.380917,64,0.00030985400000000003,1,30
4194304000,1380958249,4194304001.380958,81,0.0004953980000000001,1,2
4194304000,1381003515,4194304001.3810034,28,0.000245851,1,9
4194304000,1381037195,4194304001.381037,12,0.00041338100000000005,1,45
4194304000,1381039119,4194304001.381039,82,0.000573708,1,70
4194304000,1381054149,4194304001.381054,21,0.0004083,1,65
4194304000,1381061757,4194304001.3810616,27,0.000587095,1,78
4194304000,1381109819,4194304001.3811097,15,0.000320387,1,52
4194304000,1381191687,4194304001.3811917,69,0.00034062400000000004,1,35
4194304000,1381218881,4194304001.381219,61,0.00041020900000000003,1,23
4194304000,1381354541,4194304001.3813543,102,0.000314952,1,49
4194304000,1381361935,4194304001.381362,12,0.00031861700000000004,1,104
64000,21078,64000.000021078,105,-973406208.0,1,30
64000,21079,64000.000021079,32,64159744.00000001,1,2
4194304000,1381589603,4194304001.3815894,100,0.000506404,1,109
4194304000,1381611337,4194304001.3816113,45,0.00044201300000000005,1,118
4194304000,1381656741,4194304001.3816566,96,0.000424275,1,35
4194304000,1381759957,4194304001.38176,91,0.00048637800000000004,1,89
4194304000,1381776061,4194304001.381776,105,0.000260187,1,114
64000,21085,64000.000021085,19,811794432.0,1,62
4194304000,1381904587,4194304001.3819046,99,0.000279748,1,42
4194304000,1381959063,4194304001.381959,53,0.000488551,1,71
4194304000,1381981715,4194304001.381982,21,0.000489605,1,65
64000,21087,64000.000021087,50,-525926400.0,1,114
4194304000,1382081349,4194304001.3820815,27,0.000294229,1,78
4194304000,1382234251,4194304001.382234,110,0.00029563100000000003,1,1
4194304000,1382251923,4194304001.3822517,56,0.000305583,1,77
4194304000,1382253793,4194304001.3822536,103,0.000448875,1,116
4194304000,1382282811,4194304001.3822827,16,0.000466345,1,119
4194304000,1382321903,4194304001.382322,3,0.000289295,1,84
4194304000,1382383201,4194304001.3823833,24,0.000351502,1,72
64000,21093,64000.000021093,124,-1757872128.0,1,78
4194304000,1382506219,4194304001.3825064,3,0.000319458,1,25
4194304000,1382588403,4194304001.3825884,91,0.00042025900000000003,1,89
4194304000,1382625543,4194304001.3826256,16,0.000290686,1,119
4194304000,1382628351,4194304001.3826284,87,0.000421697,1,16
4194304000,1382629201,4194304001.3826294,33,0.00043693000000000003,1,92
119441,879600002,119441.879600002,7,1255515690.0006063,1,46
4194304000,1382781897,4194304001.382782,81,0.00011259300000000001,1,2
110181,431900002,110181.431900002,7,1340057130.0005898,1,43
108605,68500002,108605.068500002,7,1255515690.0006063,1,46
4194304000,1382838203,4194304001.3828382,0,0.000114006,1,19
4194304000,1382875947,4194304001.382876,73,3.7836e-05,1,46
116120,983500002,116120.983500002,7,1340057130.0005898,1,48
4194304000,1382907399,4194304001.3829074,91,9.657800000000001e-05,1,89
4194304000,1382911087,4194304001.382911,1,9.711700000000001e-05,1,86
4194304000,1382916221,4194304001.3829165,33,8.738800000000001e-05,1,92
106487,772300001,106487.772300001,7,1255515690.0005898,1,43
101889,874000003,101889.874000003,7,1255515690.0005898,1,41
110010,566200001,110010.566200001,7,1340057130.0005898,1,48
107182,375000002,107182.375000002,7,1340057130.0005898,1,43
64000,21104,64000.000021104,52,745734144.0,1,28
64000,21104,64000.000021104,52,1765998592.0,1,68
4194304000,1383120249,4194304001.38312,39,0.000295495,1,105
4194304000,1383124881,4194304001.383125,67,0.00032012800000000004,1,36
4194304000,1383170805,4194304001.3831706,39,0.00030036,1,105
4194304000,1383177609,4194304001.3831778,110,0.00031194800000000004,1,1
4194304000,1383197573,4194304001.383198,66,0.00038574400000000004,1,58
4194304000,1383206065,4194304001.383206,26,0.000266637,1,11
4194304000,1383304593,4194304001.3833046,10,0.00033879200000000003,1,106
4194304000,1383333699,4194304001.3833337,93,0.000206159,1,88
4194304000,1383362359,4194304001.3833623,51,0.00033023700000000004,1,25
4194304000,1383366099,4194304001.383366,0,0.000316563,1,19
4194304000,1383381683,4194304001.383382,1,0.00026080900000000003,1,86
64000,21108,64000.000021108,70,-1117454336.0,1,72
4194304000,1383399699,4194304001.3833995,31,0.00016345000000000002,1,16
4194304000,1383418553,4194304001.3834186,50,0.000332119,1,64
4194304000,1383434243,4194304001.3834343,16,0.000300333,1,12
4194304000,1383458345,4194304001.383458,74,0.00031761,1,117
4194304000,1383492709,4194304001.383493,47,0.000314691,1,57
4194304000,1383507541,4194304001.3835077,44,0.00027195100000000004,1,51
4194304000,1383508675,4194304001.3835087,74,0.00031990800000000004,1,117
4194304000,1383513589,4194304001.3835135,12,0.000301229,1,45
64000,21112,64000.000021112,23,155648000.0,1,46
4194304000,1383681907,4194304001.383682,70,0.000266314,1,43
4194304000,1383711079,4194304001.383711,58,0.00027725600000000003,1,17
64000,21114,64000.000021114,2,1497825280.0,1,74
4194304000,1383751309,4194304001.3837514,97,0.00026450700000000003,1,103
64000,21114,64000.000021114,89,-544014336.0,1,18
4194304000,1383792431,4194304001.3837924,0,0.000183351,1,78
4194304000,1383793621,4194304001.383794,58,0.00019859100000000002,1,76
4194304000,1383819267,4194304001.383819,97,0.000267278,1,103
4194304000,1383824017,4194304001.383824,53,0.00027825800000000003,1,71
4194304000,1383836873,4194304001.3838367,35,0.000266396,1,31
64000,21115,64000.000021115,84,-746913792.0,1,84
64000,21115,64000.000021115,25,-400752640.0,1,114
64000,21116,64000.000021116,54,356712448.0,1,30
4194304000,1383863779,4194304001.383864,106,0.00027180600000000003,1,123
4194304000,1383911005,4194304001.383911,10,0.000276395,1,106
4194304000,1383913055,4194304001.383913,64,0.00030278600000000004,1,30
4194304000,1383951495,4194304001.3839517,23,0.000277698,1,4
4194304000,1383953195,4194304001.383953,88,0.00029606900000000004,1,83
4194304000,1384007185,4194304001.384007,12,0.000257777,1,45
4194304000,1384079925,4194304001.38408,0,0.00027577900000000003,1,19
64000,21119,64000.000021119,25,-1723531264.0,1,94
4194304000,1384111475,4194304001.3841114,61,0.00029028100000000004,1,23
4194304000,1384117273,4194304001.384117,61,0.000295722,1,23
4194304000,1384121535,4194304001.3841214,58,0.000258759,1,17
64000,21120,64000.00002112,16,1206190080.0,1,64
64000,21120,64000.00002112,71,1217331200.0,1,124
4194304000,1384139915,4194304001.38414,14,0.00029319400000000004,1,73
4194304000,1384146025,4194304001.384146,1,0.000301917,1,86
64000,21121,64000.000021121,53,-1399652352.0,1,30
4194304000,1384230385,4194304001.3842306,69,0.000280501,1,64
4194304000,1384249725,4194304001.3842497,5,0.00028624200000000003,1,53
4194304000,1384253805,4194304001.384254,13,0.00028703100000000004,1,113
64000,21122,64000.000021122,11,714539008.0,1,112
4194304000,1384287075,4194304001.384287,16,0.000255895,1,119
64000,21123,64000.000021123,44,1788280832.0,1,16
64000,21123,64000.000021123,77,-2101936128.0,1,104
