t1,t2,t3,station_id,one_way_doppler,format_id,transmitting_station_id
4194304000,1384354495,4194304001.3843546,73,0.00024163,1,50
4194304000,1384355515,4194304001.3843555,7,0.000259282,1,99
4194304000,1384366325,4194304001.3843665,15,0.00025483600000000004,1,52
4194304000,1384373231,4194304001.384373,26,0.00029133500000000004,1,11
64000,21125,64000.000021125,13,1955921920.0,1,100
4194304000,1384567063,4194304001.3845673,78,0.000191384,1,55
4194304000,1384583961,4194304001.384584,64,0.00017731300000000001,1,89
64000,21127,64000.000021127,118,782041088.0,1,24
4194304000,1384603967,4194304001.384604,41,0.0002377,1,44
4194304000,1384669985,4194304001.38467,74,0.000291598,1,117
4194304000,1384673789,4194304001.3846736,48,0.000254031,1,125
4194304000,1384719579,4194304001.3847194,93,0.000266554,1,29
64000,21130,64000.00002113,108,-2039545856.0,1,28
64000,21130,64000.00002113,29,-1451556864.0,1,52
4194304000,1384844685,4194304001.384845,18,0.000161347,1,117
4194304000,1384955303,4194304001.3849554,23,0.00020832400000000002,1,4
4194304000,1385000737,4194304001.3850007,66,0.000205266,1,58
4194304000,1385003627,4194304001.3850036,36,0.000240205,1,98
4194304000,1385047307,4194304001.3850474,8,8.2007e-05,1,30
4194304000,1385055913,4194304001.385056,70,0.00026760200000000003,1,43
64000,21134,64000.000021134,102,1275265024.0,1,86
4194304000,1385156753,4194304001.3851566,4,0.00021113900000000003,1,93
4194304000,1385204127,4194304001.3852043,16,0.000259035,1,119
4194304000,1385204977,4194304001.385205,103,0.00020727400000000002,1,116
64000,21136,64000.000021136,77,-1302134784.0,1,64
4194304000,1385217363,4194304001.385217,7,0.000141886,1,99
4194304000,1385238923,4194304001.385239,47,0.00020551100000000002,1,57
64000,21137,64000.000021137,113,1703739392.0,1,76
64000,21137,64000.000021137,19,-1896153088.0,1,4
4194304000,1385365265,4194304001.3853655,20,6.0095000000000007e-05,1,57
4194304000,1385365781,4194304001.385366,6,6.572300000000001e-05,1,91
4194304000,1385441673,4194304001.385442,62,0.000281496,1,91
4194304000,1385497679,4194304001.3854976,51,0.00023459000000000002,1,25
4194304000,1385501285,4194304001.3855014,105,0.000138791,1,55
4194304000,1385752199,4194304001.385752,69,5.4074000000000004e-05,1,35
4194304000,1385833045,4194304001.3858333,73,0.00032127,1,50
4194304000,1385929541,4194304001.3859296,35,0.000308293,1,31
64000,21147,64000.000021147,103,-980746240.0,1,54
4194304000,1385952537,4194304001.3859525,97,0.000373784,1,103
4194304000,1385957535,4194304001.3859577,58,0.000264939,1,105
4194304000,1385958555,4194304001.3859587,23,0.000403722,1,4
4194304000,1386083137,4194304001.386083,58,0.000372914,1,17
4194304000,1386150267,4194304001.3861504,42,0.000168344,1,111
