time_tag_seconds,record_tine,full_observable,observable_int,observable_frac,receiving_station_id,transmitting_station_id,data_type_id,data_validity,format_id
1933121112,2011-04-05 02:05:12,-622276.846817969,-622276,-846817969,34,0,11,0,2
1933121117,2011-04-05 02:05:17,-622297.826625823,-622297,-826625823,34,0,11,0,2
1933121122,2011-04-05 02:05:22,-622318.76863861,-622318,-768638610,34,0,11,0,2
1933121127,2011-04-05 02:05:27,-622339.770173072,-622339,-770173072,34,0,11,0,2
1933121132,2011-04-05 02:05:32,-622360.706492423,-622360,-706492423,34,0,11,0,2
1933121137,2011-04-05 02:05:37,-622381.851707457,-622381,-851707457,34,0,11,0,2
1933121142,2011-04-05 02:05:42,-622402.921255111,-622402,-921255111,34,0,11,0,2
1933121147,2011-04-05 02:05:47,-622424.199544906,-622424,-199544906,34,0,11,0,2
1933121152,2011-04-05 02:05:52,-622445.328325271,-622445,-328325271,34,0,11,0,2
1933121157,2011-04-05 02:05:57,-622466.656111716,-622466,-656111716,34,0,11,0,2
1933121162,2011-04-05 02:06:02,-622487.883674621,-622487,-883674621,34,0,11,0,2
1933121167,2011-04-05 02:06:07,-622509.202695846,-622509,-202695846,34,0,11,0,2
1933121172,2011-04-05 02:06:12,-622530.673379897,-622530,-673379897,34,0,11,0,2
1933121177,2011-04-05 02:06:17,-622552.067074775,-622552,-67074775,34,0,11,0,2
1933121182,2011-04-05 02:06:22,-622573.534193038,-622573,-534193038,34,0,11,0,2
1933121187,2011-04-05 02:06:27,-622595.038692473,-622595,-38692473,34,0,11,0,2
1933121192,2011-04-05 02:06:32,-622616.479528426,-622616,-479528426,34,0,11,0,2
1933121197,2011-04-05 02:06:37,-622638.035830497,-622638,-35830497,34,0,11,0,2
1933121202,2011-04-05 02:06:42,-622659.655188559,-622659,-655188559,34,0,11,0,2
1933121207,2011-04-05 02:06:47,-622681.163629531,-622681,-163629531,34,0,11,0,2
1933121212,2011-04-05 02:06:52,-622702.911476134,-622702,-911476134,34,0,11,0,2
1933121217,2011-04-05 02:06:57,-622724.764167785,-622724,-764167785,34,0,11,0,2
1933121222,2011-04-05 02:07:02,-622746.546878814,-622746,-546878814,34,0,11,0,2
1933121227,2011-04-05 02:07:07,-622768.429353713,-622768,-429353713,34,0,11,0,2
1933121232,2011-04-05 02:07:12,-622790.359663009,-622790,-359663009,34,0,11,0,2
1933121237,2011-04-05 02:07:17,-622812.293825149,-622812,-293825149,34,0,11,0,2
1933121242,2011-04-05 02:07:22,-622834.255397796,-622834,-255397796,34,0,11,0,2
1933121247,2011-04-05 02:07:27,-622856.263011931,-622856,-263011931,34,0,11,0,2
1933121252,2011-04-05 02:07:32,-622878.296891211,-622878,-296891211,34,0,11,0,2
1933121257,2011-04-05 02:07:37,-622900.417446135,-622900,-417446135,34,0,11,0,2
1933121262,2011-04-05 02:07:42,-622922.575369834,-622922,-575369834,34,0,11,0,2
