time_tag_seconds,record_tine,full_observable,observable_int,observable_frac,receiving_station_id,transmitting_station_id,data_type_id,data_validity,format_id
1851186439,2008-08-29 18:27:19,-391210.167438506,-391210,-167438506,25,0,11,0,2
1851186499,2008-08-29 18:28:19,-391190.619535445,-391190,-619535445,25,0,11,0,2
1851186559,2008-08-29 18:29:19,-391170.825930594,-391170,-825930594,25,0,11,0,2
1851186619,2008-08-29 18:30:19,-391150.901118278,-391150,-901118278,25,0,11,0,2
1851186679,2008-08-29 18:31:19,-391130.775235175,-391130,-775235175,25,0,11,0,2
1851186739,2008-08-29 18:32:19,-391110.632948874,-391110,-632948874,25,0,11,0,2
1851186799,2008-08-29 18:33:19,-391090.137893676,-391090,-137893676,25,0,11,0,2
1851186859,2008-08-29 18:34:19,-391069.640659331,-391069,-640659331,25,0,11,0,2
1851186919,2008-08-29 18:35:19,-391048.869693755,-391048,-869693755,25,0,11,0,2
1851186979,2008-08-29 18:36:19,-391028.0118227,-391028,-11822700,25,0,11,0,2
1851187039,2008-08-29 18:37:19,-391006.964440345,-391006,-964440345,25,0,11,0,2
1851187099,2008-08-29 18:38:19,-390985.797247886,-390985,-797247886,25,0,11,0,2
1851187159,2008-08-29 18:39:19,-390964.568481444,-390964,-568481444,25,0,11,0,2
1851187219,2008-08-29 18:40:19,-390943.241627692,-390943,-241627692,25,0,11,0,2
1851187279,2008-08-29 18:41:19,-390921.761465072,-390921,-761465072,25,0,11,0,2
1851187339,2008-08-29 18:42:19,-390900.098306655,-390900,-98306655,25,0,11,0,2
1851187399,2008-08-29 18:43:19,-390878.34435749,-390878,-344357490,25,0,11,0,2
1851187459,2008-08-29 18:44:19,-390856.541033744,-390856,-541033744,25,0,11,0,2
1851187519,2008-08-29 18:45:19,-390834.549850463,-390834,-549850463,25,0,11,0,2
1851187579,2008-08-29 18:46:19,-390812.40498352,-390812,-404983520,25,0,11,0,2
1851187639,2008-08-29 18:47:19,-390790.321163176,-390790,-321163176,25,0,11,0,2
1851187699,2008-08-29 18:48:19,-390768.163498877,-390768,-163498877,25,0,11,0,2
1851187759,2008-08-29 18:49:19,-390745.822044372,-390745,-822044372,25,0,11,0,2
1851187819,2008-08-29 18:50:19,-390723.341174125,-390723,-341174125,25,0,11,0,2
1851187879,2008-08-29 18:51:19,-390700.711773871,-390700,-711773871,25,0,11,0,2
1851187939,2008-08-29 18:52:19,-390678.040654181,-390678,-40654181,25,0,11,0,2
1851187999,2008-08-29 18:53:19,-390655.207027434,-390655,-207027434,25,0,11,0,2
1851188059,2008-08-29 18:54:19,-390632.27505207,-390632,-275052070,25,0,11,0,2
1851188119,2008-08-29 18:55:19,-390609.226406096,-390609,-226406096,25,0,11,0,2
1851188179,2008-08-29 18:56:19,-390586.050389289,-390586,-50389289,25,0,11,0,2
