time_tag_seconds,record_tine,full_observable,observable_int,observable_frac,receiving_station_id,transmitting_station_id,data_type_id,data_validity,format_id
1851701171,2008-09-04 17:26:11,-467578.711467742,-467578,-711467742,25,0,11,0,2
1851701202,2008-09-04 17:26:42,-467569.104367255,-467569,-104367255,25,0,11,0,2
1851701212,2008-09-04 17:26:52,-467566.073183059,-467566,-73183059,25,0,11,0,2
1851701222,2008-09-04 17:27:02,-467563.070310592,-467563,-70310592,25,0,11,0,2
1851701232,2008-09-04 17:27:12,-467560.166856765,-467560,-166856765,25,0,11,0,2
1851701242,2008-09-04 17:27:22,-467557.239656447,-467557,-239656447,25,0,11,0,2
1851701252,2008-09-04 17:27:32,-467554.472261428,-467554,-472261428,25,0,11,0,2
1851701262,2008-09-04 17:27:42,-467551.620100974,-467551,-620100974,25,0,11,0,2
1851701272,2008-09-04 17:27:52,-467548.783392905,-467548,-783392905,25,0,11,0,2
1851701282,2008-09-04 17:28:02,-467546.035199164,-467546,-35199164,25,0,11,0,2
1851701292,2008-09-04 17:28:12,-467543.223727225,-467543,-223727225,25,0,11,0,2
1851701302,2008-09-04 17:28:22,-467540.469075202,-467540,-469075202,25,0,11,0,2
1851701312,2008-09-04 17:28:32,-467537.766908645,-467537,-766908645,25,0,11,0,2
1851701322,2008-09-04 17:28:42,-467535.086174964,-467535,-86174964,25,0,11,0,2
1851701332,2008-09-04 17:28:52,-467532.314503669,-467532,-314503669,25,0,11,0,2
1851701342,2008-09-04 17:29:02,-467529.703347205,-467529,-703347205,25,0,11,0,2
1851701352,2008-09-04 17:29:12,-467527.13263893,-467527,-132638930,25,0,11,0,2
1851701362,2008-09-04 17:29:22,-467524.556820868,-467524,-556820868,25,0,11,0,2
1851701372,2008-09-04 17:29:32,-467521.991270064,-467521,-991270064,25,0,11,0,2
1851701382,2008-09-04 17:29:42,-467519.347924231,-467519,-347924231,25,0,11,0,2
1851701392,2008-09-04 17:29:52,-467516.783625602,-467516,-783625602,25,0,11,0,2
1851701402,2008-09-04 17:30:02,-467514.349336623,-467514,-349336623,25,0,11,0,2
1851701412,2008-09-04 17:30:12,-467511.885442733,-467511,-885442733,25,0,11,0,2
1851701422,2008-09-04 17:30:22,-467509.39175701,-467509,-391757010,25,0,11,0,2
1851701432,2008-09-04 17:30:32,-467506.943111419,-467506,-943111419,25,0,11,0,2
1851701442,2008-09-04 17:30:42,-467504.418004989,-467504,-418004989,25,0,11,0,2
1851701452,2008-09-04 17:30:52,-467501.961124419,-467501,-961124419,25,0,11,0,2
1851701462,2008-09-04 17:31:02,-467499.601802825,-467499,-601802825,25,0,11,0,2
1851701472,2008-09-04 17:31:12,-467497.126518249,-467497,-126518249,25,0,11,0,2
1851701482,2008-09-04 17:31:22,-467494.737236022,-467494,-737236022,25,0,11,0,2
1851701492,2008-09-04 17:31:32,-467492.27841854,-467492,-278418540,25,0,11,0,2
1851701502,2008-09-04 17:31:42,-467489.843347548,-467489,-843347548,25,0,11,0,2
