time_tag_seconds,record_tine,full_observable,observable_int,observable_frac,receiving_station_id,transmitting_station_id,data_type_id,data_validity,format_id
1959207517,2012-02-01 00:18:37,-28993.828454017,-28993,-828454017,45,0,11,0,2
1959207522,2012-02-01 00:18:42,-28991.867455481,-28991,-867455481,45,0,11,0,2
1959207527,2012-02-01 00:18:47,-28989.797035216,-28989,-797035216,45,0,11,0,2
1959207532,2012-02-01 00:18:52,-28987.913349151,-28987,-913349151,45,0,11,0,2
1959207537,2012-02-01 00:18:57,-28986.000958442,-28986,-958442,45,0,11,0,2
1959207542,2012-02-01 00:19:02,-28983.969634055,-28983,-969634055,45,0,11,0,2
1959207547,2012-02-01 00:19:07,-28981.911861419,-28981,-911861419,45,0,11,0,2
1959207552,2012-02-01 00:19:12,-28980.018931388,-28980,-18931388,45,0,11,0,2
1959207557,2012-02-01 00:19:17,-28978.055422782,-28978,-55422782,45,0,11,0,2
1959207562,2012-02-01 00:19:22,-28976.123420714,-28976,-123420714,45,0,11,0,2
1959207567,2012-02-01 00:19:27,-28974.168527602,-28974,-168527602,45,0,11,0,2
1959207572,2012-02-01 00:19:32,-28972.186343192,-28972,-186343192,45,0,11,0,2
1959207577,2012-02-01 00:19:37,-28970.29544258,-28970,-295442580,45,0,11,0,2
1959207582,2012-02-01 00:19:42,-28968.397789,-28968,-397789000,45,0,11,0,2
1959207587,2012-02-01 00:19:47,-28966.399598121,-28966,-399598121,45,0,11,0,2
1959207592,2012-02-01 00:19:52,-28964.497047423,-28964,-497047423,45,0,11,0,2
1959207597,2012-02-01 00:19:57,-28962.660399436,-28962,-660399436,45,0,11,0,2
1959207602,2012-02-01 00:20:02,-28960.634505271,-28960,-634505271,45,0,11,0,2
1959207607,2012-02-01 00:20:07,-28958.765384673,-28958,-765384673,45,0,11,0,2
1959207612,2012-02-01 00:20:12,-28956.855320929,-28956,-855320929,45,0,11,0,2
1959207617,2012-02-01 00:20:17,-28954.944738387,-28954,-944738387,45,0,11,0,2
1959207622,2012-02-01 00:20:22,-28953.098333358,-28953,-98333358,45,0,11,0,2
1959207627,2012-02-01 00:20:27,-28951.158148765,-28951,-158148765,45,0,11,0,2
1959207632,2012-02-01 00:20:32,-28949.243307113,-28949,-243307113,45,0,11,0,2
1959207637,2012-02-01 00:20:37,-28947.302083968,-28947,-302083968,45,0,11,0,2
1959207642,2012-02-01 00:20:42,-28945.493901252,-28945,-493901252,45,0,11,0,2
1959207647,2012-02-01 00:20:47,-28943.490206717,-28943,-490206717,45,0,11,0,2
1959207652,2012-02-01 00:20:52,-28941.555361747,-28941,-555361747,45,0,11,0,2
1959207657,2012-02-01 00:20:57,-28939.67325878,-28939,-673258780,45,0,11,0,2
1959207662,2012-02-01 00:21:02,-28937.840932845,-28937,-840932845,45,0,11,0,2
1959207667,2012-02-01 00:21:07,-28935.946094512,-28935,-946094512,45,0,11,0,2
1959207672,2012-02-01 00:21:12,-28934.172286033,-28934,-172286033,45,0,11,0,2
1959207677,2012-02-01 00:21:17,-28932.326800345,-28932,-326800345,45,0,11,0,2
1959207682,2012-02-01 00:21:22,-28930.361783027,-28930,-361783027,45,0,11,0,2
1959207687,2012-02-01 00:21:27,-28928.578676223,-28928,-578676223,45,0,11,0,2
1959207692,2012-02-01 00:21:32,-28926.700593947,-28926,-700593947,45,0,11,0,2
1959207697,2012-02-01 00:21:37,-28924.898911475,-28924,-898911475,45,0,11,0,2
1959207702,2012-02-01 00:21:42,-28923.065852164,-28923,-65852164,45,0,11,0,2
1959207707,2012-02-01 00:21:47,-28921.295682906,-28921,-295682906,45,0,11,0,2
1959207712,2012-02-01 00:21:52,-28919.482021331,-28919,-482021331,45,0,11,0,2
1959207717,2012-02-01 00:21:57,-28917.588801383,-28917,-588801383,45,0,11,0,2
1959207722,2012-02-01 00:22:02,-28915.743852614,-28915,-743852614,45,0,11,0,2
1959207727,2012-02-01 00:22:07,-28914.041891097,-28914,-41891097,45,0,11,0,2
1959207732,2012-02-01 00:22:12,-28912.170987128,-28912,-170987128,45,0,11,0,2
1959207737,2012-02-01 00:22:17,-28910.370773314,-28910,-370773314,45,0,11,0,2
1959207742,2012-02-01 00:22:22,-28908.6079607,-28908,-607960700,45,0,11,0,2
1959207747,2012-02-01 00:22:27,-28906.691925048,-28906,-691925048,45,0,11,0,2
1959207752,2012-02-01 00:22:32,-28904.905911445,-28904,-905911445,45,0,11,0,2
1959207757,2012-02-01 00:22:37,-28903.02126789,-28903,-21267890,45,0,11,0,2
1959207762,2012-02-01 00:22:42,-28901.215465545,-28901,-215465545,45,0,11,0,2
1959207767,2012-02-01 00:22:47,-28899.476172446,-28899,-476172446,45,0,11,0,2
1959207772,2012-02-01 00:22:52,-28897.757350921,-28897,-757350921,45,0,11,0,2
1959207777,2012-02-01 00:22:57,-28895.983966826,-28895,-983966826,45,0,11,0,2
1959207782,2012-02-01 00:23:02,-28894.129045485,-28894,-129045485,45,0,11,0,2
1959207787,2012-02-01 00:23:07,-28892.340619086,-28892,-340619086,45,0,11,0,2
1959207792,2012-02-01 00:23:12,-28890.562014579,-28890,-562014579,45,0,11,0,2
1959207797,2012-02-01 00:23:17,-28888.750943183,-28888,-750943183,45,0,11,0,2
1959207802,2012-02-01 00:23:22,-28886.993590354,-28886,-993590354,45,0,11,0,2
1959207807,2012-02-01 00:23:27,-28885.326183318,-28885,-326183318,45,0,11,0,2
1959207812,2012-02-01 00:23:32,-28883.577891349,-28883,-577891349,45,0,11,0,2
1959207817,2012-02-01 00:23:37,-28881.880903243,-28881,-880903243,45,0,11,0,2
1959207822,2012-02-01 00:23:42,-28880.079880713,-28880,-79880713,45,0,11,0,2
1959207827,2012-02-01 00:23:47,-28878.322319983,-28878,-322319983,45,0,11,0,2
1959207832,2012-02-01 00:23:52,-28876.528900145,-28876,-528900145,45,0,11,0,2
1959207837,2012-02-01 00:23:57,-28874.869067191,-28874,-869067191,45,0,11,0,2
1959207842,2012-02-01 00:24:02,-28873.154254912,-28873,-154254912,45,0,11,0,2
